DATE,DBAA
2024-09-17,5.33
2024-09-18,5.37
2024-09-19,5.4
2024-09-20,5.4
2024-09-23,5.4
2024-09-24,5.4
2024-09-25,5.44
2024-09-26,5.44
2024-09-27,5.41
2024-09-30,5.44
2024-10-01,5.39
2024-10-02,5.43
2024-10-03,5.47
2024-10-04,5.55
2024-10-07,5.57
2024-10-08,5.59
2024-10-09,5.6
2024-10-10,5.63
2024-10-11,5.62
2024-10-14,.
2024-10-15,5.56
2024-10-16,5.53
2024-10-17,5.62
2024-10-18,5.61
2024-10-21,5.73
